foruser,bname,categories,businessid,username,yelping since,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,latitude,longitude,text
I_PExywZx-6K9g8_3wJOng,The Gelato Maker,Food#Ice Cream & Frozen Yogurt,B8ifYD4GRX4ObCRYoj_qVQ,Billie,1.23856E+12,1,1,1,135,5,5,3.36,4,33.5747251,-111.8619471,"WOW, is all I can say!  The oreo and birthday cake flavors are out of this world.  Now all I keep thinking about is, how I can get this when I go back to NYC!!???This gelato will give Italy a run for their money.  It is a must stop when you are in the area."
I_PExywZx-6K9g8_3wJOng,Atomic Comics,"Comic Books#Shopping#Books, Mags, Music & Video",0erbONkOO256HNzuIllFig,Noah,1.23079E+12,1,0,2,58,51,5,3.9,7,33.6029823,-111.9783057,Best shop in town! Yo-yo action on Friday nights that my kids love.
I_PExywZx-6K9g8_3wJOng,In-N-Out Burger,Burgers#Fast Food#Restaurants,NgtHeii61KsVwqNjXIwX-Q,Kevin,1.28064E+12,1,0,0,426,194,4,3.68,17,36.104148,-115.137658,"If i'm ever out in the west coast i usually have to stop off at a In n out. This time in vegas was no exception. Near the UNLV campus you'll get a steady stream of college co-eds. Make sure you hit up the secret menu as you'll get some nice combinations that are off menu. I always go for a cheese burger animal style which comes with the in n out sauce which is relish mayo based with some chilli. As well as topping it off over fries. Yum. Great meat, juicy and flavorful. Made to order which always is a step up from the usual mcd's and burger king chains. Great shakes as well."
I_PExywZx-6K9g8_3wJOng,Hot N Juicy Crawfish,Seafood#American (Traditional)#Cajun/Creole#Restaurants,YrIfgzLj0DPStJ1ESAS_Qg,Darci,1.28331E+12,0,0,0,27,4,4,2.59,0,36.12659258,-115.206306,"Saw this restaurant on the Travel Channel and had to try when we're in Vegas.  It was amazing!  First time trying crawfish so I can't compare but I wasn't impressed, we also had the shrimp, king crab and calamari...all were amazing!  The mild had a kick to it but I loved it.  Definitely would go back!  Only wished they opened a little earlier...11?"
I_PExywZx-6K9g8_3wJOng,Mamma Mia Brick Oven Pizza & Pasta,Food#Food Delivery Services#Restaurants#Pizza#Italian,k8JnZBspVOI8kLcQek-Chw,Carla,1.29654E+12,0,0,0,31,10,4,3.45,0,33.4951157,-111.9967663,"I buy a few groupons for this place every time they offer them!  The food is awesome!  Prices are good on somethings, little high on others, that's why I use the groupons when I can.  Small shop though, if you are there at an off time or doing take out would be easier.  But worth the time it takes to pick it up!"
I_PExywZx-6K9g8_3wJOng,Farren's Pub & Eatery,Pubs#Bars#Nightlife,IUhO58Il7gUEjl1RMEncHA,Kim,1.28858E+12,0,0,0,15,0,4,3.86,1,40.11874616,-88.2449556,"Best food I've had in C-U thus far. Went on a Friday night in October with my sister. Had a burger that was covered in pulled pork, bacon, and cheese. AMAZING. (a heart attack waiting to happen, but so good!) My sister had a chicken pesto wrap thing that was also fresh and yummy. Great seasoned fries. Good bottled beer selection. I'll be back!"
I_PExywZx-6K9g8_3wJOng,Gilbert Farmers Market,Food#Farmers Market,9k5OdmvTCLvYH_u8RQ3Duw,Alyssa,1.24383E+12,0,0,2,80,75,5,4,3,33.35486238,-111.7911243,"Stopped here for the first time last weekend after following GFM on Facebook/Twitter for a while, and am now adding it to my dedicated calendar of things to do on the weekend.  I'll definitely have to practice getting up earlier, but this farmer's market is worth it.  I was really pleasantly surprised that there were so many different vendors - enough that I could plan my whole week out without getting bored of the selection!  Fruits and vegetables, beef and chicken, pasta and sauces, salsas, bread and cheese, soaps, jewelry and kid stuff.  And all of it grown, produced, and sold locally!My only problem was that while 9 out of 10 vendors take cards, I never carry cash on me and I couldn't find an ATM anywhere nearby, and thus I had to woefully miss out on a few of the great items offered.  I'll make it a point to bring cash next time, but I honestly didn't expect to be going home with items from almost every vendor!  I think my favorite thing about visiting this market is that I now am aware of even more local businesses and families that I can support with my purchasing needs - even outside of the market!  Yay local!"
I_PExywZx-6K9g8_3wJOng,Wildflower Bread Company,Bakeries#Food#Sandwiches#Restaurants,Pr9rQKypHgC_J1AfufxzIw,Lisa,1.30422E+12,1,0,2,108,4,4,3.71,0,33.62773584,-111.8916025,"Parking at this location is terrible because it gets incredibly jammed and it's a little chaotic ordering/getting food but if you can look past those, you will be rewarded with delicious fresh food.Whenever I'm in the mood for soup and sandwich or just a sandwich that isn't a deli standard, this is my go to spot.  The Wildflower grilled cheese is absolutely delicious, it alone gets me in the door.  The sweet potato sandwich is also fantastic.  Their soups are always excellent and they have at least two vegetarian soups to choose from (you hear that other similar concept chain).  The breads are top notch and their pastries are good.  They make a decent latte too.If you're looking for a bread/bakery/soup/sandwich type place with nice iced tea and coffee drinks - this one beats the other one in my opinion."
SZlA4_pJQVc691JZze0daQ,Benkovitz Seafoods,Seafood#Sandwiches#Restaurants,rQCQsKxkqfVTYU9wgzhVSQ,Jake,1.16763E+12,0,0,1,393,6,5,3.32,11,40.4532498,-79.9829801,"My favorite fish sandwich on planet earth. I go to Wholey's to buy fish, but to eat it, Benkovitz has been a staple in my house since the '70s.I love the standing-room-only vibe, especially at the holidays. I love their soups. I just feel so ""Pittsburgh"" here. What a great family-owned business that makes amazing food and refuses to compromise. Remember when they had a stand in Three Rivers Stadium? Those were the days."
SZlA4_pJQVc691JZze0daQ,The Cowfish Sushi Burger Bar,Burgers#Sushi Bars#Asian Fusion#Restaurants,n_ZuPiXgB4YPbkuSINpabQ,Shauna,1.26742E+12,0,0,0,552,116,4,3.64,28,35.1526435,-80.8286151,"3.5-4 stars... come on yelp, we need half-stars! I am curious about burgushi - but I cannot say I've tried it...maybe next time. Went with a group of three and started with the crab rangoon dip appetizer. I wasn't a huge fan honestly - it was a bit too milky and the way the crab was cut (in strips) made it difficult to eat- I prefer the original version I suppose. We then split the R&R, a make your own - and a server recommendation - I believe it was a Dynamite ? - I could be wrong. All three were tasty although I still like Nikko a tad better...in terms of  taste of sushi overall and convenience factor. - I will say I seriously choked at one point even though we did ask for the sushi to be cut smaller,  I am afraid of what it would be had I not. Our service was outstanding - she did a great job at making sure our experience was fantastic! half-price wine on Wednesday evenings - can't beat that! Just make sure you make a reservation.Also- check out the bathroom (as many have mentioned) it's pretty hilarious. 3 half-price bottles of wine (don't judge) later and meal was about $30 per person ...not too shabby."
SZlA4_pJQVc691JZze0daQ,Reuben's Deli & Steaks,Delis#Steakhouses#Sandwiches#Restaurants,z1I-my6svCC932iJHpkGEQ,Andrew,1.23588E+12,0,0,1,556,30,4,3.8,22,45.4997119,-73.5732072,"This was the only spot I had the opportunity to try Poutine at and, can I say, this is a new favorite of mine that's for sure.  This place is also gracious enough to be open VERY late for an out of towner who had to wait in Immigration... So, the Poutine was stacked with:Smoked MeatCheese CurdsGravyThe fries were pretty damn good too.  I added a Molson on draft, which completed the experience."
SZlA4_pJQVc691JZze0daQ,Layers Bakery Cafe,Bakeries#Food#Gluten-Free#Cafes#Restaurants,zBacxYJdcxmJETelXMt9aw,Linda,1.25178E+12,1,0,1,53,34,5,3.62,2,36.0048888,-115.0832955,"I don't have a single negative thing to say about Layers. Their sweets are made for an adult palate; nothing is sickeningly sweet and there's an element of complexity in even the most basic chocolate chip cookie. That isn't to say that everything is overwrought and pretentious, because it isn't; everything just tastes GOOD and delightful.Admittedly, I was a little worried when they expanded their menu beyond sweets, but one bite of their figgy flatbread and all meat chili sold me completely. In addition to exceptional cakes, cookies and pastries, Layers has also managed to master all three meals. Bravo!"
SZlA4_pJQVc691JZze0daQ,Jardin Nelson,Jazz & Blues#Arts & Entertainment#Creperies#Nightlife#Restaurants,Do1e3eetKMef70hDH8P-cA,m,1.27796E+12,0,0,0,188,0,4,3.09,4,45.5078308,-73.5526367,"After seeing the great reviews, I had been eyeing this place for several days. I finally went here for brunch on the day before flying home. I ordered the Nelson crepe and my bf got the smoked salmon and goat cheese egg casserole. Everything was very delicious and fulfilling. If the prices were a little more reasonable, I would definitely give this restaurant 5 stars. The bill was a little steep for 2 dishes and an orange juice, especially for brunch. the service was very good and the hostess was a very sweet and accommodating lady.  I would go here again and sit in the adorable outdoor space. Highly recommend!"
SZlA4_pJQVc691JZze0daQ,"Schumacher European, Ltd",Auto Repair#Automotive#Car Rental#Car Dealers#Hotels & Travel,NmqJh3q__O5C4n-2wyLa-g,Jeanne,1.30949E+12,0,0,0,1,0,5,5,0,33.6524088,-111.926625,"I have been taking my CLK320 to Schumacher European for 7 1/2 yrs receiving outstanding expertise,expeditious service with courtesies, caring and  professional attention. Telephone  calls are answered in a prompt, thoroough manner with answers and solutions by my personal Team Service Manager,  Neven Novakovic,    I recommend him to all my friends who own Mercedes so they experience the ""personal, professional"" experience at Schumacher.  This experience starts at the moment you drive onto the Schumacher property with everyone you meet.Jeanne J"
SZlA4_pJQVc691JZze0daQ,Geebee's Bar & Grill,American (Traditional)#Restaurants,bUEcGqSBzcoofYo4RSr-AA,David,1.29386E+12,0,0,0,1040,272,5,3.88,51,36.034012,-115.171268,"The front might not be as appealing for some, but once you step inside it more than makes up for it. The interior has an aviation motif with large airplanes hanging down from the cEiling. Once we sat down, Brandy was quick to greet us and take our drink order. They have a special going 24/7 for $1 PBR. Pabst might not be the finest beer around, but a dollar is nothing to complain about. Maybe it was the price, or the fact that they serve an ice cold draft in an ice cold pint that makes it that much more enjoyable. When she came back, my friend and I split the Bonnie's BBQ Burger ($7.99) and a Patty Melt ($7.99). The burger was fan-freakin-tastic. A half pound of juicy beef patty cooked to a perfect medium rare stacked with four large onion rings, BBQ sauce, lettuce, tomatoes, pickles, and three strips of crispy bacon. With the sandwiches you get a choice of fries, onion rings, rice pilaf, potato salad, or some other items. It is ridiculous the variety of sides offered. There is definitely something for everyone. The Patty Melt is served on marbled rye and was good. After biting into the burger, it paled in comparison. We would have been happy with a burger each. I got an order of onion rings with it and they were well seasons, crispy and everything an onion ring should be. It is difficult to find good onion rings because they can be overcooked, doughy, or absorb all the oil. These are the best I have had in a while.Sometimes, I just crave a good burger and some fried goodness. I would be willing to come here again. Especially since they have shuffleboard. Shuffleboard+Cheap Booze+Food=  An Epic Night"
SZlA4_pJQVc691JZze0daQ,The Bagel Cafe,Food#Bagels#Cafes#Delis#Restaurants,pQSkGB3HIunzNn_vIRWUNQ,Andrew,1.34379E+12,0,0,0,26,4,4,4.58,0,36.1759103,-115.260485,"Went here the other day with my family and grandparents. I needed to find a Deli style coffee shop type atmosphere to please my 80 year old grandparents who were visiting for a few days. My grandparents are Polish and Irish but this Jewish Style Bakery/Deli was right up there alley. My Grandpa and I ordered the appetizer size stuffed cabbage because for about $8.00-$9.00 my gramps had a hunch it was a pretty big portion. He was right! It came with rye bread as well. I'm sure the normal portion would be huge for the $12.00-13.00 range. We were very happy with the taste and I was also informed you can get the sauce on the side if you want to add to your desired liking. Another family member enjoyed the Pastrami sandwich which I am looking forward to trying soon.With a few more great meals in the future at this place, I will have to elevate my rating to the 5 Star level. 4 for now until I'm wowed a few more times!"
SZlA4_pJQVc691JZze0daQ,Haji-Baba,Middle Eastern#Restaurants,6oRAC4uyJCsJl1X0WZpVSA,Erick,1.33584E+12,0,0,0,12,0,4,4.17,0,33.4142731,-111.9134509,"Great value for authentic middle-eastern food. Classic hummus seems like such a simple dish, but the truth is only a few can nail it. And this simple cafe in the middle of a small Middle Eastern grocery store in Tempe is one of them. Superb texture and flavor! Also tried a gyro and gyro plate, along with some falafel, and quality seems to be consistent on the whole menu. And their rosewater lemonade is one of the best I've ever had. Fast service and awesome food for the price, and you get to purchase the ingredients in the same place afterwards to try making those recipes back home."
SZlA4_pJQVc691JZze0daQ,Cirque du Soleil - The Beatles LOVE,Arts & Entertainment#Performing Arts,3f-RP2-EE94eifGnepUBpg,Stacey,1.35702E+12,0,0,0,9,5,5,4.67,0,36.12132357,-115.1749563,"Before seeing Beatles Love, I knew that it would be great...It surpassed every expectation, it was awesome. I literally got goose bumps, multiple times. Enough said."
BwzJDw7adNyMyFWw7ayofQ,43rd Express,Vietnamese#Restaurants,OVtSFFNohXIz9vdWDvbnEw,Janet,1.20961E+12,1,1,6,774,325,4,3.77,89,33.4794837,-112.1521682,"Come to 43rd Express for the good food, one and only macaron ice cream sandwiches in Phoenix and really nice staff! So tempted to give 43rd a 5 star rating because their Pho is just shy of Pho ... nomenal. Yes, I just went there.Coming from San Jose, where Pho restaurants are abundant and witnessing/eating my father's homemade Pho 43rd is on point!I had 43rd bookmarked for a while since moving here and was so glad I decided to grab dinner here yesterday night. I ordered the Pho Tai Chin, which is Pho with sliced flank steak added on top, Soy milk and a Vanilla Macaron with Pandan Ice Cream Sandwich.The Pho Tai Chin, tasted really good. It had the right aromas of spices, good beef stock, really soft flank steak slices and the vegetable plate that came with the Pho was so fresh! The portions are huge too, think large bowl! Crisp bean sprouts, basil, lime wedges and jalapeno slices. The only difference I could taste between 43rd's pho and that of my father's is that theirs is a tad sweet. However, it was really surprising how good it was. Plus, I could not sense nor taste any MSG as I am very sensitive to it. Soy milk was typical and served in a big 16 oz cup. Then on to the Macaron Ice Cream sandwich, the guy saw my roommate and I eyeing the menu and told us that they only had the Red Velvet and Vanilla Macaron flavors but all of the ice cream flavors except for Taro. I decided to go with the Vanilla Macaron with Pandan since the warm flavors seemed to work well with each other. He was so nice to give us recommendations and to tell us about how they sell regular French Macarons on the weekends too! The macaron was not too airy or sweet, nice and chewy with pretty feet. It even had little sprinkles on top! The pandan ice cream was creamy and had little strings of young coconut throughout. Together the flavors were just plain awesome!Definitely check this place out, cheap prices, really authentic Vietnamese Pho, good dessert, awesome staff and you get a free drink on the menu when you Check-In on Yelp!"
BwzJDw7adNyMyFWw7ayofQ,Mexican Imports,Arts & Crafts#Shopping,BrZnLTAxvIFb23-ntpWCAQ,Erik,1.15708E+12,5,5,5,114,26,4,3.84,15,33.493274,-111.9243129,"This is the place to get cheap knick knacks from our neighbors to the South, and all without leaving the comforts of Scottsdale, where all minorities live in fear and humiliation!But seriously folks. From ceramic turtles to minis of Mezcal this place has everything. Yeah, you can travel down to Nogales and haggle with the locals who all want to ""sell you their sister,"" but if you can't make it down there, or don't want the hassle, this is the next best option.Oldtown Scottsdale has a lot to offer as well. Park and explore other souvenir and Southwest Art shops and grab a bite to eat. Not the most exciting place in the world, but there are worse."
BwzJDw7adNyMyFWw7ayofQ,Red Square Restaurant & Vodka Lounge,Bars#American (Traditional)#Cocktail Bars#Nightlife#Steakhouses#Restaurants,rP76z9iDOFczywAiee-l7A,Dusty,1.29654E+12,0,0,0,4,0,4,3.25,0,36.09278851,-115.1761563,"Alright, it's not that Russian ;) but! The decor is pretty dang sexy, the lighting will make anyone look their best and the booz selection... He'll yeah! Talk about a huge variety of vodka.We ordered the beef stroganoff, the lobster fetucini, tuna tartar, lobster bisk and the magic chocolate bar. We also got the two shots where you can take the actual shot glass home, it was a dangerous mix but I think it made jersey boys that much better lol if you go here, you have to try the vodka. the magic bar.... I still think about you often. Mmmmm, don't skip on the desert. Anyway, the serviced rocked, food is 3.5 stars, great atmosphere, awesome alcohol selection, yeah it's over priced, but it's bloody Vegas ;)I personally don't suggest this place for kids, it's more of a  ""rekindle the spark"" ( in Vegas) kind of thing.Cheers"
BwzJDw7adNyMyFWw7ayofQ,JoBot Coffee,Food#Coffee & Tea#Creperies#Breakfast & Brunch#Restaurants,5ambRqdTJt9vGwFzVI9HBw,Dace,1.23346E+12,2,2,2,4,9,4,4.5,1,33.458348,-112.067828,"Dude at the counter was cool, but service was botched. Don't care. Crepes were effin' amazing, and ENORMOUS. Sweet or savory, doesn't matter. They're awesome. And there's enough choices to keep you busy for weeks.Cool, comfy, and unique. Would go there daily if I lived in the area. Love the converted home vibe."
BwzJDw7adNyMyFWw7ayofQ,Sushi Fever,Sushi Bars#Japanese#Restaurants,tQQxehL2ZVGp7MqAxtSU_g,Brett,1.2491E+12,0,0,0,45,0,5,4,0,36.14314645,-115.2599825,"Hands down, the best sushi ever. Also very reasonable. Take the hike away from the strip to go here. Totally worth it."
BwzJDw7adNyMyFWw7ayofQ,Harrisburg Family House,American (Traditional)#Restaurants#Italian,IpnvOcTNFTbX8XRCU_SNBg,Margaret,1.32012E+12,0,0,0,6,0,5,3.83,0,35.320089,-80.6674589,"Best place in Harrisburg.  Fast service, friendly and good food.  Nothing gourmet, but good diner type food.  Everything I have tried there has been good.  Only problem is it is always packed!!!  :)"
BwzJDw7adNyMyFWw7ayofQ,Sage Kitchen,Vegetarian#Gluten-Free#Vegan#Restaurants,xIdyiVoX5woL8iKHYKoiWw,Rachel,1.30949E+12,2,1,3,385,109,4,3.75,61,33.5065554,-112.0388616,"The fact that there's a hippy-dippy herb and tea house that seems like it's straight out of Sedona, smack dab in a shopping center in Phoenix, never fails to surprise and impress me.Chakra 4 offers a totally unique experience. It's not strictly vegan, but everything can be made vegan. Unlike every other vegan restaurant in the area, it's not about comfort food or proving that vegan food tastes like ""normal food"". They don't do fake meat and sauces, but instead, focus on vegetables, legumes, nuts spreads, and herbs. If you're unaccustomed to raw food, the menu may seem pretty foreign to you, but still allows for exploration of more nutritious food without any flavors that are too out of the ordinary (unless you only eat fast food). For health aficionados, though, an eatery that leaves you feeling better than when you walked in is gratefully received and appreciated. My currents favorites include The Hercules, a black bean burrito with sweet potatoes, onions, bell peppers, tomatoes, guacamole, and vegan or jack cheese, and the Mediterranean Wrapsody, a sun dried tomato wrap filled with greens, tomato, olives, walnuts, feta, red onion, and raw sun-dried tomato cashew spread. Definitely the more health-nut tasting of the two, this hearty wrap leaves me fully beyond full, but never sick.If you start feeling like you might not have room for dessert, buck up. The chocolates are amazing. All the truffles are naturally sweetened, dark and rich. If you're feeling adventurous, try a raw dessert. Warning: the raw desserts are so filling that they can actually serve as a meal. If you want to try a few things, either go with a group, or prepare to take a lot home.While Chakra 4 may not be suited for everyone's tastes, it's definitely a must-try at least once."
BwzJDw7adNyMyFWw7ayofQ,Poppa Maize,Food#Specialty Food,mr231dn6IAAkE6VYmQxBrw,Diane,1.33325E+12,0,0,1,5,0,5,5,0,33.422948,-111.941693,We had my daughter's wedding in March. We had lots of out of town visitors coming in and decided to make welcome bags. The resort put a bag in each of our guests rooms. One of the things we wanted to put in the bags was a sleeve of carmel corn. We needed a large amount to fill all of the sleeves. We live in Scottsdale so I called every popcorn shop I could find nearby. The people I spoke to were not very helpful and charged ridiculous prices.  I called Poppa Maize and spoke to the owner.  He quoted me a very reasonable price for the amount we needed and he started making it as soon as we got off the phone. He didn't take my cc # only my name. We went to Tempe the next day and picked up our order. It was delicious and everyone said they really enjoyed the welcome bags...especially the carmel corn! Thank you Poppa Maize!
BwzJDw7adNyMyFWw7ayofQ,Cornerstone Christian Fellowship,Churches#Religious Organizations,sVuRBLX9nFG4UOhpeYTSiw,Janee,1.30422E+12,5,3,10,172,76,5,3.39,11,33.282842,-111.856521,"As a former LDS member, the whole mega-church concept is totally foreign and weird to me. And to be honest, we were only there to hear Paul Jr. speak and to see his new custom bikes.I'm not a religious person but if I was I would definitely consider Cornerstone. I was really impressed with how warm and friendly and inviting everyone was. Very laid back, come as you are attitude and atmosphere and I LOVED that! And the music was great! Drums and guitars oh my! Not used to that after all my life of dull boring organ. They also have a cafe where I got myself an iced coconut mocha, which was delicious!The kids center is amazing and very secure. They also had booths featuring different types of programs they offer. There is something for everyone!Anyway, I was very impressed with this new church experience (and I'm pretty anti-church)."
BwzJDw7adNyMyFWw7ayofQ,Comedy on Deck Tours,Hotels & Travel#Tours,KIdsug-Bh01T5EbTsFHlbg,Roslyn,1.37801E+12,0,0,0,45,2,4,3.93,1,36.2162532,-115.1290038,"Ok, for starters if you're visiting and don't want to rent a car tours are the only choice you have. Yes, you have to get up early. Yes, they cost a lot of money. But, that's going to happen with all of them. With this being said, we booked this tour because we had a groupon. We paid the extra $20 for breakfast and luch, which I suggest you do. It saves you money and you don't have to worry about finding food. Breakfast is decent at the Omelette house. Lunch is provided to you at the Indian reservation. Our tour guide was Jodie, she was great. She told us a lot of side information about vegetation and animal life. I do have one complaint, but nothing too big. She went on a lecture about giving tips and actually telling you how much to give. This happened more than once and it went on for a good 5-10 minutes at the end of our tour. I understand that not everyone understands or believes that you should tip, but the nagging caused her tip to go down. The bus was old. The seats were hard. When the air turned on, it smelled and you could see how incredibly dirty the vents were. But, it got us there safe and sound. Rumor has it that they'll get new buses after they finish paving the dirt road to the reservation. So, that's an exciting improvement. They give you clear cut times, information, and suggestions. The self guided tour of the canyon was flawless with the information you were given. Being that it is self guided,  you can pick and choose what you do. This saves time and energy. They also show a movie on the way back, which makes the ride feel shorter. Overall, for the price this is a great deal."
n9gwi14CEzv2g_1eX6E3Zw,JoJo's Jerky,Food#Specialty Food#Farmers Market,CAkgYapjbci6YT-3tO8_2w,Derek,1.34112E+12,1,0,0,201,7,5,3.88,5,36.167526,-115.138435,"Container Park sets the bar for hipsterism in Las Vegas. JoJo's makes all of their jerky right in Las Vegas (although not at the store) and has a huge variety.You've no doubt heard of wine tastings and even beer tastings but have you ever done a jerky tasting? If you're expecting artificial flavors and unknown chemicals, you've never experienced jerky done properly.Wander around Fremont and downtown and then come over to Container Park for an afternoon snack. It will be worth your while."
n9gwi14CEzv2g_1eX6E3Zw,Lucky Tropical Fish,Pets#Pet Stores,eFT9YhG5eTv-jJclbwb_8g,Allison,1.3806E+12,0,0,0,7,1,5,2.86,0,36.125254,-115.20555,"Very good selection of freshwater fish and some saltwater corals. Staff are friendly and knowledgeable, their price is also competitive and reasonable. I prefer to support local business and get their professional advice instead of buying online or go to petco or bigger chain store. They take care the fish as it were their own pet."
n9gwi14CEzv2g_1eX6E3Zw,Osaka Japanese Bistro,Sushi Bars#Japanese#Restaurants,pPJyi5kggzTibTxSPuRd0g,Kayda,1.30949E+12,0,0,0,17,6,4,4.24,1,36.1443404,-115.1972121,"I brought my boyfriend and our good friends for dinner on Tuesday. We had a great time. Our friends were delighted by the ambiance of the dining area. The sushi was wonderful. We had three bottles of the Zipang Sake and it was priced just right. Cheesecake with strawberries along with two different flavors of Mochi. The mango was really good, but not a big fan of the green tea Mochi. Always be back to this restaurant!"
n9gwi14CEzv2g_1eX6E3Zw,noca,Italian#American (New)#Restaurants,DcrM4hwDcU2G6vuh2cnaYQ,Julie,1.29654E+12,2,3,3,153,32,5,3.61,4,33.5100242,-112.0152854,"The food really is exceptional. Its like the chefs create these perfect little bites, and they literally are bites, of food that are so interesting to taste.I'd recommend the sampler dinner. I want to say it runs about $40- $50 but its worth it as long as you like what's included.IT IS EXPEN$IVE. BUT the BF and I have been dying to try out this restaurant due to all the rave reviews it has been receiving on Yelp. LUCKILY a Groupon appeared for NOCA and we jumped on the opportunity. Turned out the fab deal was only marginally helpful. Even with the Groupon it was still a $150 dinner (plus the cost of the groupon...).  Granted we did get a bottle wine (but the cheapest we could find), espresso and a french press cafe... It's like you analyze how much everything costs as you're ordering and are still shocked when the bill comes- I hate that.Our reservation wasn't until 8:30pm at night, no big deal. The restaurant was still PACKED! AND people kept coming through the door!It is not a large venue. And the tables are CRAMMED, uber close together. I know that the four-some sitting next to us are going to Isreal next month, right after their family vacation to Minnesota...."
n9gwi14CEzv2g_1eX6E3Zw,Fashion Show,Shopping Centers#Shopping,l2lpBXx8jKl87J2szyJRuQ,Christine,1.19389E+12,0,0,0,312,60,4,3.95,26,36.12341302,-115.1719491,"Came here in October for the second time in my life (how lame, I know).. and I'd have to say I was glad it wasn't that hot and that we didn't have to trek here under the blazing sun as I did when I was in HS. I think we were staying at MGM Grand at the time, so it was quite the trek indeed.I liked ZARA and bought a pair of shorts from there. I thought it was cool to see the fashion show.. esp how the catwalk comes from underground. VOW! Very awesome! :)"
n9gwi14CEzv2g_1eX6E3Zw,Pittsburgh Zoo & PPG Aquarium,Active Life#Zoos#Aquariums,eHTykuLzs6DiDyw7t2g6DQ,Amy,1.32272E+12,1,0,1,125,13,4,4.4,3,40.4858637,-79.9209215,"Me and the hubby decided to trek to the zoo. We had not been there in a few years. It was a warm and muggy morning and early afternoon but that didn't bother us. I think it kept the crowd down a bit which is always a bonus. I love the zoo and aquarium. They do a tremendous job with upkeep and new additions making it a beautiful zoo. All the cats were out and up close today (except the lions). I was surprised to see that at 1030 they offer an elephant meet and greet. They charge $10 for two pictures with an elephant (today it was Victoria) and you get to pet her. What an awesome experience! What a beautiful, amazing, majestic creature:) ! They made a new area to feature cheetahs and you get a close up of the giraffes and zebras now too. We pursued the monkey house and ventured into the aquarium which is splendid. What colorful fish there are in this world. Kids Kingdom is wonderfully done as well and includes sliding boards and such for the kiddies. The Discovery Pavilion houses stinky bats and reptiles and there is a petting zoo area as well. Oh and don't forget the polar bears (who weren't out when we were there) and the cute sea otters. The zoo and aquarium has made great strides to become amazing (I remember my first grade field trip there) and I love that they continue to improve and grow. The only thing missing a hippo:). I love our zoo but it lacks the 5 stars that say The Memphis Zoo would get. The zoo here is a lot of walking but not a lot of stairs but do be prepared for some hills. But the animals and habitats are amazing and our zoo has come a long way!"
n9gwi14CEzv2g_1eX6E3Zw,Citizen Public House,Gastropubs#American (New)#Salad#Restaurants,MuIXnv7Oq7X3-4aEsp9dDA,Ajay,1.38328E+12,0,0,0,2,0,5,5,0,33.49821,-111.927963,Very friendly staff and excellent service. Food was amazingly good. Starter portion was small (crab cake) but extremely good! Main course portion size was good and filling.
n9gwi14CEzv2g_1eX6E3Zw,Changing Hands Bookstore,"Books, Mags, Music & Video#Shopping#Bookstores",GwSdGrvaXi4BdXNSWKn-EA,Annie,1.29654E+12,0,0,0,8,0,4,3.5,0,33.3624563,-111.9126663,"Worth the stop for any book lover. Well stocked, well organized & friendly staff. If you are in the area - definitely wander into Changing Hands Bookstore. Take your time though. Rushing book store visits - just always feels wrong."
n9gwi14CEzv2g_1eX6E3Zw,Elements Kitchen & Martini Bar,Italian#American (New)#Restaurants,THq4W2p3emLdTJEP8f6cbQ,Amber,1.23856E+12,0,0,1,32,6,5,3.47,1,36.098354,-115.243004,"This place is phenomenal! We made a reservation for 6 p.m. on a Friday. We arrived at around 5:50 p.m. and were seated right away. It wasn't too busy when we arrived but by the time we left at around 8 p.m., it was almost full. The maritni list is HUGE! Seriously, I could have spent an hour reading all of the different maritini's. I started off with a Samurai, which was gin, midori and peach snapps. Yummy and super sweet if you like the sugary drinks. The next one I had was the Lychee martini, much more subdued with vodka and lychee puree. I finished of with a cucumber martini which was amazing and refreshing, also a vodka martini. They also had rum martinis, which we didn't try and scotch and wiskey martinis. My husband had a scotch martini, which he said was good, but he still prefers his scotch on the rocks. So the waiter then suggested a new scotch they had in for the scotch tasting dinner which my husband LOVED. On to the food. They brought out bread to start with, homemade white bread and foccacia, with fresh butter shaped into roses and a mango chutney which was very very good. We ordered four *thats right folks* four appetizers to begin with. We had the short ribs over gorgonzola polenta, the calamari, the bruschetta of the day which was topped with escargot and pesto, and the fire and ice shrimp and scallops. Short ribs: Cooked to perfection, the meat was so tender and the polenta had a nice sweetness and the dish was topped with a balsamic reduction.The calamari was good, standard, nothing to write home about. It comes with a delicious sauce though.  The fire and ice shrimp and scallops: Both cooked perfectly and the sauce was seriously to die for, we were slopping it up with the bread. And they removed the tail from the shrimp for you so you dont have to worry about that. Bruschetta: More of the yummy bread toasted with a homemade pesto that was nice and thick and not oily mixed with escargot.This was my first try of escargot and I thought it was delicious.We ordered the sea bass to split for an entree. OMG. This was honestly the best fish I have ever had. It was crusted with seasame and topped with a citrus ponzu. It melted like butter and exploded with flavor in my mouth. YES! It was served with a side of mashed yukon golds and a vegetable medly. The owner is the chef and his wife, also the owner, is the pastry chef. She came out and explained all the deserts to us and said she changes them up regularly. She also explained how she doesnt like to use a lot fo refined sugar and like to use things like raisins and fruit to sweeten things. We ordered the chefs tasting and it had carrot cake, creme brulee, bread pudding and baked alaska. It was all heavenly and she was a delight to speak to. Our waiter was great, the owners were great, the food was great and the decor was great. We had a fabulous date night and wonderful meal. We will most definately be back!"
